DATA FILE:	<Untitled>
AUTO PROG:	<Untitled>
LOT ID:   	0
WAFER ID: 	0
Units:	SCI
ScID:	0
Sclen:	10000
Stitch:	NO
#Stchs:	1
Speed:	High
Mrange:	655KA
Prof:	H & V
Drnge-:	0
Drnge+:	0
Rcur:	    50.00
Rwidth:	  139.66
Mcur:	    50.00
Mwidth:	    6.28
RVTI:	-72
MVTI:	-72
Disp:	Raw 
Smthed:	NO
Wavfed:	NO
Ruffed:	NO
Smdeg:	1
Smband:	0
HPF:	0.00   
LPF:	0.00   
BP:	NO
Date:	07/08/20 11:54:05
Calib:	NO
VSF:	1.00E+000     
VCF:	1.00E+000     
Levpt:	0.00E+000     
Levslp:	0.00E+000     
Zeropt:	0.00E+000     
Horzpt:	0.00E+000     
NumPts:	400
Hsf:	2.51E+001     
SCALED DATA:
        0	      -29	      -73	     -134	     -215	
     -296	     -393	     -512	     -629	     -751	
     -872	    -1006	    -1144	    -1254	    -1360	
    -1458	    -1574	    -1703	    -1830	    -1932	
    -2036	    -2153	    -2269	    -2388	    -2495	
    -2603	    -2726	    -2857	    -2975	    -3074	
    -3176	    -3293	    -3416	    -3531	    -3629	
    -3731	    -3835	    -3950	    -4065	    -4177	
    -4294	    -4426	    -4551	    -4692	    -4829	
    -4959	    -5091	    -5203	    -5293	    -5402	
    -5519	    -5638	    -5751	    -5869	    -5988	
    -6114	    -6227	    -6337	    -6444	    -6563	
    -6689	    -6808	    -6918	    -7041	    -7162	
    -7289	    -7408	    -7518	    -7628	    -7724	
    -7826	    -7087	    12778	    50786	    82710	
   100913	   108364	   110553	   111121	   110876	
   110516	   110286	   110061	   109869	   109745	
   109580	   109449	   109320	   109204	   109066	
   108916	   108910	   108762	   108549	   108408	
   108302	   108107	   108033	   107959	   108277	
   108702	   108471	   108010	   107653	   107373	
   107262	   107181	   107079	   107010	   107171	
   107127	   106911	   106657	   106447	   106372	
   106296	   106132	   106079	   105986	   105818	
   105646	   105501	   105348	   105275	   105115	
   104922	   104721	   104628	   104524	   104360	
   104200	   104011	   103925	   103800	   103645	
   103580	   103610	   103578	   103486	   103400	
   103256	   103148	   102975	   102834	   102872	
   102731	   102601	   102504	   102376	   102230	
   102201	   102562	   102541	   102748	   102858	
   102461	   101864	   101450	   101245	   101129	
   101011	   100862	   100662	   100444	   100286	
   100168	   100109	   100081	   100023	    99888	
    99668	    99579	    99543	    99389	    99168	
    98955	    98780	    98741	    98624	    98535	
    98453	    98435	    98470	    98461	    98394	
    98248	    98136	    97905	    97717	    97963	
    99771	   100617	    99650	    98620	    97788	
    97131	    96619	    96306	    96032	    95870	
    95730	    95685	    95729	    95849	    96118	
    96426	    96773	    96901	    96356	    95586	
    94750	    94428	    94381	    94274	    94205	
    94153	    94309	    94511	    94619	    94666	
    94467	    94004	    93657	    93456	    93337	
    93230	    92958	    92651	    92400	    92296	
    92216	    92441	    92648	    92552	    92419	
    92245	    92045	    91802	    91622	    91715	
    91708	    91866	    91979	    91830	    91635	
    91519	    91401	    91219	    91471	    91512	
    90835	    90225	    89885	    89575	    89370	
    89300	    89176	    88981	    88898	    88837	
    88846	    88836	    88766	    88740	    88693	
    88705	    88620	    88414	    88256	    88269	
    88384	    88222	    87868	    87438	    87083	
    86881	    86853	    86876	    86830	    86766	
    86687	    86647	    86569	    86563	    86502	
    86400	    86350	    86305	    86333	    86250	
    85926	    85668	    85362	    85222	    85182	
    85107	    84939	    84734	    84603	    84543	
    84405	    84213	    84106	    84075	    84064	
    83979	    83888	    83722	    83528	    83313	
    83159	    83095	    83102	    82986	    82929	
    82754	    82483	    82160	    81935	    81809	
    81618	    81615	    81481	    81498	    81575	
    81483	    81451	    81230	    81078	    81139	
    80909	    80555	    80430	    80330	    80267	
    80142	    79930	    79961	    80223	    80207	
    79809	    79546	    79346	    79223	    79220	
    79255	    79302	    79233	    78990	    78608	
    78402	    78344	    78195	    78199	    78150	
    78034	    77965	    77861	    77755	    77607	
    77479	    77370	    77094	    76869	    76786	
    76602	    76525	    76571	    76568	    76507	
    76552	    76343	    76117	    75954	    75857	
    75731	    75631	    75482	    75419	    75492	
    75385	    75283	    75300	    75111	    74734	
    74426	    74198	    74383	    74724	    74766	
    74515	    74195	    73836	    73361	    73068	
    73104	    73178	    73227	    73025	    72801	

DEKTAK 3:	Version 3.21
